kiro-claude-haiku-4-5	4110
kiro-claude-opus-4-5	4111
kiro-claude-opus-4-6	4171
kiro-claude-opus-4-7	5974
kiro-claude-opus-4-8	6484
kiro-claude-opus-5	6765
kiro-claude-sonnet-4-5	4149
kiro-claude-sonnet-4-6	4110
kiro-claude-sonnet-5	6482
kiro-deepseek-3.2	3798
kiro-glm-5	3743
kiro-gpt5.6-luna	430
kiro-gpt5.6-sol	429
kiro-gpt5.6-terra	430
kiro-minimax-m2.1	3694
kiro-minimax-m2.5	3721
kiro-qwen3-coder-next	3715
